640548	15098399
640549	13193760
640551	14258636
640554	12871778
640555	12396546
640556	15195550
640557	15748788
640558	13697827
640559	13979198
640562	14055470
640563	15405899
640564	15686374
640568	16020568
640569	16287066
640570	15999257
640571	14306135
640574	15889997
640575	15794701
640576	12922736
640577	13083825
640579	14458228
640580	14057876
640581	13593862
640582	12833188
640583	13741291
640586	14979098
640587	15912642
640589	18811830
640590	13985609
640591	14646112
640597	14225790
640602	14386153
640603	14973185
640604	14752195
640610	16318177
640614	16100062
640616	16165843
640617	15736754
640618	15861738
640619	14809566
640623	12150822
640626	16286029
640628	15354995
640630	15660516
640632	15042375
640633	14374589
640637	13996959
640638	16711874
640639	15769968
640641	14096838
640642	14850140
640644	19675756
640645	19308570
640648	16895871
640650	16530144
640651	19139724
640654	15287475
640660	16942721
640661	15060251
640662	19620476
640663	17717415
640664	15037479
640665	16263150
640666	12086057
640668	13896229
640669	14471550
640670	15672134
640671	16955317
640675	13775616
640676	13781235
640677	15167703
640679	15655875
640680	14169810
640681	13310903
640682	15537777
640683	14548492
640685	18015542
640688	17186691
640689	15604315
640690	15711504
640691	16384610
640692	16135116
640693	18146411
640694	17628341
640697	14557107
640698	15167129
640700	13142797
640701	13532840
640704	12221859
640707	16076429
640712	14688787
640713	17545946
640714	16648816
640721	13867737
640722	12112771
640723	16777136
640725	15290469
640726	15522547
640727	17928680
640728	17405898
640730	17941192
640731	15634409
640732	16074781
640733	13880128
640734	14785796
640735	15271638
640736	13119918
640737	13824200
640738	16101525
640741	13344373
640744	16897118
640747	13915508
640748	15630799
640749	15573177
640750	15209416
640751	15694143
640752	12569408
640755	16183403
640756	14822868
640757	14726905
640758	16429556
640759	16423318
640760	14354947
640761	15198482
640762	14417718
640766	15082295
640767	14686392
640768	15736374
640770	15512894
640774	15740103
640778	18176969
640782	16205278
640784	16953267
640785	18126172
640786	17009277
640787	16316719
640788	17009277
640790	19230744
640792	16947960
640795	19825275
640797	14323683
640798	14348648
640800	13915875
640801	13295807
640802	13454637
640804	16789060
640806	15918833
640812	14502461
640814	14566550
640816	15161481
640819	15248327
640820	14564339
640823	14299310
640824	13604895
640827	12024293
640834	13842941
640836	17882332
640840	17125521
640841	14573814
640842	15483863
640847	15026189
640851	14701089
640852	14305164
640853	15688659
640854	13895175
640855	17621578
640856	18665067
640858	15571979
640861	17519807
640863	16831043
640864	14226280
640865	18481127
640866	17544194
640868	16686952
640869	16181994
640871	16925435
640876	16354787
640878	14228060
640880	14698597
640881	13863211
640885	14732796
640889	16467440
640890	18321408
640891	16916355
640892	17745984
640893	16766570
640894	16235392
640896	18427628
640899	14663114
640900	14399186
640901	15716249
640903	16863832
640906	17902760
640907	14513764
640910	15481874
640913	16353147
640914	16700376
640916	14993368
640917	15056329
640920	15362827
640921	16253024
640925	15745776
640928	14959345
640929	14519037
640931	15606189
640932	19069690
640933	20676677
640936	15446005
640937	17052238
640938	17431014
640941	16901117
640942	17968689
640943	14868915
640944	15802209
640945	15741819
640946	13466226
640950	16561688
640951	15570605
640954	17598004
640959	15805453
640960	17461419
640961	16417305
640962	15833061
640963	13956328
640965	17174308
640968	17502188
640969	15711094
640972	14388378
640973	13687030
640976	16419693
640977	15069067
640979	15626878
640982	14640552
640983	15193478
640985	14800788
640986	14267349
640987	14065276
640988	14269716
640989	15809266
640990	15871252
640991	15627284
640993	14882027
640995	14909633
640996	15076694
640997	15907238
640998	15105247
641006	15296123
641007	15738739
641008	15321991
641009	14068522
641010	17127759
641011	14976439
641014	16207290
641017	14040362
641018	17931729
641019	17761089
641020	12750280
641021	10315242
641023	11168957
641024	14741937
641025	12519591
641026	15431213
641027	14601111
641028	15551691
641029	16264720
641031	14976738
641034	16031213
641037	13312757
641038	11360235
641039	11826054
641040	13687030
641042	15952384
641043	16253322
641044	13545074
641045	13436221
641046	14361110
641047	14110079
641048	14473206
641049	14701645
641050	15115145
641051	15108768
641052	13132745
641053	13943422
641054	13902919
641055	14005435
641056	14358827
641057	14697235
641059	16957328
641060	13997784
641062	15905231
641063	18896685
641064	16453184
641065	15306588
641069	15739283
641070	14709865
641073	14544309
641075	15444390
641076	17088413
641080	12583886
641082	11777770
641084	13748904
641086	14502988
641087	15142287
641088	16591103
641090	15976168
641096	11496439
641097	11074819
641099	15483218
641102	13176181
641103	14454395
641105	15882202
641107	13569435
641110	12981832
641112	15627051
641113	16948117
641115	16301946
641116	14875539
641117	15768195
641119	14822364
641120	13546894
641121	14678282
641124	16012175
641125	15609723
641126	16100218
641127	14785765
641130	16730785
641133	15648899
641134	13862817
641135	13256849
641136	15439560
641137	14614187
641138	14735547
641139	13160193
641141	18265455
641142	18496785
641144	12315141
641146	17024663
641147	15604193
641148	16882101
641149	16525938
641150	14678151
641151	14652206
641154	14836305
641161	15745798
641162	13060336
641167	18991180
641170	15610233
641171	17470722
641172	17248469
641173	16875613
641174	16534327
641175	18319045
641176	18872752
641179	14646142
641180	15334133
641181	14641346
641182	15496103
641186	12583082
641187	14463808
641188	19225550
641190	17548451
641191	19492149
641193	15733342
641194	15315897
641195	14151953
641197	15135095
641207	17173841
641210	14616430
641211	15733475
641212	15869748
641213	16700489
641215	15567490
641216	15198426
641217	15546327
641218	15387387
641222	14462565
641225	14644468
641226	14363003
641229	17363180
641230	16372423
641231	14063812
641232	15291808
641233	14014380
641234	13897775
641235	17210305
641236	15523880
641237	13737791
641238	15985502
641239	16159309
641240	15775878
641241	15983189
641242	14044290
641243	14174196
641248	15774863
641249	15720436
641251	13320120
641254	15765307
641255	16587004
641256	16482757
641259	15251262
641262	15930239
641268	14312589
641269	14098003
641270	13545666
641271	15004617
641275	18369377
641277	15820843
641278	18450280
641279	14839481
641282	15827840
641284	15518112
641285	13519403
641286	13517266
641287	15424201
641290	17156435
641291	17225255
641292	14684235
641293	14109137
641296	18033472
641297	20469981
641302	14721081
641305	15227271
641309	14251724
641311	14627180
641313	16515117
641316	13569999
641317	12506278
641318	15563996
641322	13293681
641323	14155747
641326	16817070
641328	16029033
641329	15265975
641330	16385266
641331	16413372
641332	15678501
641335	15189551
641336	15766560
641339	14711219
641341	16112936
641342	15276633
641343	16316979
641344	15196095
641346	16351126
641347	16471076
641348	14485879
641349	15479758
641353	14515926
641355	15104689
641358	14597298
641360	13767099
641362	15502883
641363	14819103
641364	14757519
641367	14885199
641368	15105348
641370	15679578
641371	18023382
641372	15706315
641374	14405975
641375	13815231
641376	14435867
641377	13518808
641378	13878904
641379	13494829
641380	16491258
641382	17317439
641383	15992147
641385	15226786
641387	14027212
641389	15202413
641390	15380953
641391	15637431
641393	14773883
641398	17077905
641399	16719119
641402	15465334
641404	15160589
641405	15729590
641406	15683721
641408	19014055
641409	19335185
641414	15380378
641417	16205766
641418	16621746
641419	15643770
641420	14123080
641421	16099933
641425	15211047
641432	16135052
641434	15426763
641435	15118319
641437	17254693
641438	17319934
641443	16102435
641444	15657071
641450	16197760
641452	15529298
641456	16991208
641457	14886094
641459	14636282
641460	15413654
641461	16419907
641462	17358406
641463	16164828
641464	15767802
641466	14263610
641467	14068119
641471	16369188
641472	14759159
641475	16721506
641480	14678973
641481	14840281
641484	13706579
641485	10975355
641487	13839812
641488	18197666
641489	18593526
641491	13951746
641492	14343508
641493	14386569
641495	17218066
641496	14682469
641499	14680878
641501	15813750
641503	15798683
641504	16822683
641507	16223625
641508	16431702
677421	18340431
677422	18565649
677423	16018437
677424	15531943
677425	15773674
677426	15741536
677427	14836484
677438	16582791
677439	15812626
677440	14478054
677441	14602097
677442	18300456
677445	13633324
677448	18063520
677450	17749081
677453	16456948
677454	16297923
677458	12591527
677462	13568803
677463	15851977
677465	16073506
677467	17741776
677468	19285694
677469	16041930
677470	16935935
677475	16391982
677476	13798768
677480	16332137
677481	16621461
677482	13610875
677483	13823135
677486	14515519
677487	14741221
677489	14650294
677491	20226127
677492	20130752
677497	14545717
677499	13840732
677500	14231453
677502	14553687
677506	16374424
677509	15810572
677511	16882911
677512	15652529
677513	16633827
677514	16928161
677516	17119918
677517	17989368
677518	16176276
677520	15834978
677521	15777166
677522	17853436
677525	14733138
677526	14578328
677528	15436233
677529	15768093
677534	11387659
677535	15389566
677539	12370376
677540	14664475
677541	15148127
677542	16008263
677543	15814714
677546	17004791
677550	14456142
677552	16602293
677557	13793240
677559	18989114
677560	19884294
677561	15563341
677562	15693983
677563	15532860
677564	14396927
