677565	12654601
677567	16223833
677569	15412654
677570	14258814
677573	13703251
677574	16876584
677575	16805650
677578	13696806
677583	16516926
677585	13502787
677586	13765143
677588	14075270
677589	14360915
677590	15361034
677591	15809297
677598	14630232
677602	13277102
677603	13676886
677604	15694793
677609	13684770
677610	12259918
677614	13806879
677615	17357392
677616	17336977
677618	13755836
677619	13011272
677621	17194063
677623	15802318
677625	14011207
677628	16685740
677630	15910545
677631	14954992
677635	17208373
677636	17624160
677637	14391481
677639	13469250
677640	17812209
677643	14319934
677651	16571001
677655	15684236
677657	13588737
677660	15699508
677662	15126261
677664	13036547
677669	17292466
677671	14012214
677672	13900691
677673	16462877
677680	15484449
677681	16077787
677686	15470140
677688	15837532
677689	15254623
677691	16479364
677692	14892726
677693	15911166
677694	13204214
677695	12275960
677696	15701162
677697	14677391
677699	15212784
677700	13749669
677702	18710278
677705	13511938
677707	16007887
677708	15567872
677710	14204041
677712	14108837
677713	14483607
677714	11440113
677715	15034674
677717	15000447
677718	15834197
677719	17358742
677723	14699435
677727	16421584
677730	16356856
677731	12814934
677732	11439373
677733	14700076
677735	16905561
677736	18337253
677740	15305180
677741	14515451
677743	15560332
677747	16310973
677748	18459357
677749	19616700
677750	16112261
677751	14175372
677758	16025506
677760	19199330
677769	16340806
677770	16085592
677771	15756998
677772	17604072
677774	13055962
677775	14086984
677776	14839789
677780	15629372
677781	16337260
677784	13242309
677786	13978610
677787	15648336
677789	15209352
677790	15512394
677793	14283008
677799	18103090
677801	17378009
677804	15719648
677806	15876116
677807	15584172
677810	14097337
677811	15122497
677812	14299783
677816	15603816
677818	16610042
677821	16663940
677822	16721180
677826	14543555
677828	13539006
677829	16505865
677830	16726089
677833	13816959
677835	16069016
677836	15959348
677837	12082257
677838	12181721
677844	14065428
677845	13733378
677847	13274746
677853	15951555
677857	15376517
677858	15363429
677859	15358633
677861	13656333
677862	16857335
677863	16084011
677870	13311926
677872	14681902
677873	17508572
677874	16692592
677875	14937754
677876	14687081
677878	15760316
677879	19389724
677880	17820582
677881	16498766
677882	17373647
677883	16082760
677885	16041482
677888	14440367
677891	15754876
677894	16222444
677896	16117219
677899	13864117
677903	14682765
677904	19600791
677905	18903338
677906	16571513
677912	15444449
677914	12368865
677915	12693708
677916	15272678
677918	16447904
677923	16358215
677924	16494299
677925	14689193
677926	16199259
677927	15911886
677932	14840325
677938	13660344
677940	17582730
677941	15650685
677942	17169284
677947	15576009
677948	15429984
677951	14650528
677953	13832238
677955	12807394
677958	15073645
677960	16618810
677962	15117084
677964	15149767
677965	17752053
677967	18027460
677968	15557697
677969	15950680
677971	14989465
677972	12969848
677979	14554708
677980	17147925
677981	17261430
677982	13592912
677983	14556019
677984	15099946
677985	15254414
677988	14731739
677989	16548294
677991	15694822
677992	17539271
677996	16661750
678002	13837928
678004	16059459
678005	14820082
678010	15308730
678017	15335066
678018	16489633
678020	13516539
678021	14765152
678022	14697799
678025	15906756
678026	14366566
678027	17226563
678031	13291217
678033	15716178
678034	11660476
678035	11468923
678046	13654257
678049	15197151
678051	14408330
678052	14688573
678055	15596353
678056	13917623
678061	12541243
678062	13847409
678064	11721827
678067	15722364
678071	14116487
678072	17875265
678074	12772216
678077	13589949
678081	12967659
678083	13527006
678084	13261119
678090	13168830
678094	15133182
678095	15130719
678098	13195760
678099	14648373
678100	14222299
678109	15936762
678110	15465641
678111	14608140
678112	15276239
678116	14531238
678121	14124194
678122	14178896
678137	16093954
678141	13028619
678142	12255038
678143	15079556
678144	14078225
678145	17023253
678146	18622587
678147	15223597
678150	15531516
678151	13174113
678154	15251645
678160	18521076
678161	13010918
678162	12971523
678163	13604274
678164	13711819
678165	16819694
678166	17876549
678168	15585405
678170	15867613
678173	14557542
678176	11407742
678177	14214056
678180	16498994
678181	15832559
678183	14742912
678185	17449393
678186	20094974
678189	16349351
678190	17636508
678191	16353010
678192	15203606
678193	14694184
678194	15735726
678196	15834073
678197	19193123
678198	11689875
678199	13045495
678201	17918003
678202	17286904
678203	16828205
678204	15233881
678206	13545666
678208	12794328
678209	19560564
678210	18033684
678211	17610869
678212	15969464
678215	15901646
678218	13861468
678219	12854815
678222	13488329
678223	13467794
678224	18182788
678225	18360800
678226	16149128
678227	15481588
678228	16346728
678229	15192379
678231	14866785
678232	16695797
678233	15550242
678234	15059310
678235	14794407
678239	16616347
678240	15373367
678243	13528650
678244	16163488
678250	14498748
678251	15406409
678254	17756456
678255	13365865
678256	11912532
678263	16148873
678264	15646633
678265	20915205
678271	17595604
678274	14996265
678278	12773052
678281	17765606
678282	15341411
678283	14098372
678284	16840522
678285	16968069
678287	12361883
678290	13543903
678291	15415341
678295	13956411
678299	15279155
678302	15955265
678305	13644653
678308	14370029
678315	15906835
678317	13826344
678318	15221326
678319	13071217
678320	16549050
678321	18363275
678324	13026649
678325	13604068
678326	14888609
678327	14398796
678330	13152036
678333	15661618
678335	14530242
678336	15382666
678338	18763015
678340	16089683
678342	15640587
678343	17267150
678345	14576930
678346	15003881
678347	17085482
678350	13745561
678351	13029290
678354	13884449
678357	16863860
678363	14185092
678365	14054417
678372	15765910
678373	16923575
678374	15976917
678376	13145912
678377	15780553
678378	16212656
678379	13590406
678380	13177617
678381	15195445
678382	14631980
678383	13453615
678386	14249186
678388	14572990
678390	14734319
678391	15952560
678392	13037246
678393	14342387
678395	14331370
678398	14732401
678399	14084722
678401	15722793
678402	15937040
678404	13818847
678405	14197222
678406	13683640
678409	14530753
678410	17160986
678412	18801666
678417	14167574
678420	14484898
678421	15869029
