2019-03-04 19:45:33, E:\PES\TEST\video\V1601\95762.zip, 2019-03-04 19:45:52, 12174, 2019-03-04 19:45:54
2019-03-04 19:45:56, E:\PES\TEST\video\V1601\144875.zip, 2019-03-04 19:46:31, 25416, 2019-03-04 19:46:33
2019-03-04 19:46:35, E:\PES\TEST\video\V1601\95915.zip, 2019-03-04 19:46:57, 25308, 2019-03-04 19:46:58
2019-03-04 19:46:59, E:\PES\TEST\video\V1601\95882.zip, 2019-03-04 19:47:16, 25048, 2019-03-04 19:47:16
2019-03-04 19:47:17, E:\PES\TEST\video\V1601\97167.zip, 2019-03-04 19:47:27, 24398, 2019-03-04 19:47:29
2019-03-04 19:47:30, E:\PES\TEST\video\V1601\379972.zip, 2019-03-04 19:47:46, 372561, 2019-03-04 19:47:48
2019-03-04 19:47:50, E:\PES\TEST\video\V1601\143771.zip, 2019-03-04 19:48:47, 25471, 2019-03-04 19:48:47
2019-03-04 19:48:49, E:\PES\TEST\video\V1601\96792.zip, 2019-03-04 19:48:59, 24784, 2019-03-04 19:49:00
2019-03-04 19:49:01, E:\PES\TEST\video\V1601\96960.zip, 2019-03-04 19:49:13, 24707, 2019-03-04 19:49:13
2019-03-04 19:49:16, E:\PES\TEST\video\V1601\143863.zip, 2019-03-04 19:49:47, 25414, 2019-03-04 19:49:47
2019-03-04 19:49:48, E:\PES\TEST\video\V1601\96084.zip, 2019-03-04 19:50:01, 24748, 2019-03-04 19:50:03
2019-03-04 19:50:04, E:\PES\TEST\video\V1601\97118.zip, 2019-03-04 19:50:15, 25228, 2019-03-04 19:50:17
2019-03-04 19:50:18, E:\PES\TEST\video\V1601\96538.zip, 2019-03-04 19:50:29, 24772, 2019-03-04 19:50:31
2019-03-04 19:50:32, E:\PES\TEST\video\V1601\97101.zip, 2019-03-04 19:50:43, 25371, 2019-03-04 19:50:43
2019-03-04 19:50:45, E:\PES\TEST\video\V1601\400680.zip, 2019-03-04 19:51:40, 395345, 2019-03-04 19:51:42
2019-03-04 19:51:43, E:\PES\TEST\video\V1601\95738.zip, 2019-03-04 19:51:59, 12258, 2019-03-04 19:52:01
2019-03-04 19:52:02, E:\PES\TEST\video\V1601\95777.zip, 2019-03-04 19:52:19, 12194, 2019-03-04 19:52:20
2019-03-04 19:52:21, E:\PES\TEST\video\V1601\182537.zip, 2019-03-04 19:52:34, 174337, 2019-03-04 19:52:35
2019-03-04 19:52:36, E:\PES\TEST\video\V1601\96055.zip, 2019-03-04 19:52:48, 25106, 2019-03-04 19:52:48
2019-03-04 19:52:49, E:\PES\TEST\video\V1601\145182.zip, 2019-03-04 19:53:07, 25357, 2019-03-04 19:53:09
2019-03-04 19:53:11, E:\PES\TEST\video\V1601\96797.zip, 2019-03-04 19:53:30, 25359, 2019-03-04 19:53:30
2019-03-04 19:53:31, E:\PES\TEST\video\V1601\96739.zip, 2019-03-04 19:53:46, 24693, 2019-03-04 19:53:46
2019-03-04 19:53:47, E:\PES\TEST\video\V1601\96182.zip, 2019-03-04 19:53:58, 12145, 2019-03-04 19:53:59
2019-03-04 19:53:59, E:\PES\TEST\video\V1601\96182.zip, 2019-03-04 19:53:58, 파일 추출 오류
2019-03-04 19:54:01, E:\PES\TEST\video\V1601\96138.zip, 2019-03-04 19:54:12, 24562, 2019-03-04 19:54:14
2019-03-04 19:54:16, E:\PES\TEST\video\V1601\96082.zip, 2019-03-04 19:54:39, 25146, 2019-03-04 19:54:39
2019-03-04 19:54:40, E:\PES\TEST\video\V1601\96140.zip, 2019-03-04 19:54:51, 24988, 2019-03-04 19:54:52
2019-03-04 19:54:53, E:\PES\TEST\video\V1601\144615.zip, 2019-03-04 19:55:14, 12319, 2019-03-04 19:55:15
2019-03-04 19:55:17, E:\PES\TEST\video\V1601\96120.zip, 2019-03-04 19:55:30, 24986, 2019-03-04 19:55:30
2019-03-04 19:55:31, E:\PES\TEST\video\V1601\144917.zip, 2019-03-04 19:55:42, 25292, 2019-03-04 19:55:44
2019-03-04 19:55:45, E:\PES\TEST\video\V1601\96278.zip, 2019-03-04 19:56:07, 24946, 2019-03-04 19:56:08
2019-03-04 19:56:09, E:\PES\TEST\video\V1601\97164.zip, 2019-03-04 19:56:18, 24851, 2019-03-04 19:56:19
2019-03-04 19:56:21, E:\PES\TEST\video\V1601\96717.zip, 2019-03-04 19:56:35, 25354, 2019-03-04 19:56:36
2019-03-04 19:56:37, E:\PES\TEST\video\V1601\96248.zip, 2019-03-04 19:56:53, 25598, 2019-03-04 19:56:53
2019-03-04 19:56:56, E:\PES\TEST\video\V1601\144925.zip, 2019-03-04 19:57:39, 25403, 2019-03-04 19:57:39
2019-03-04 19:57:41, E:\PES\TEST\video\V1601\96330.zip, 2019-03-04 19:57:53, 25620, 2019-03-04 19:57:54
2019-03-04 19:57:55, E:\PES\TEST\video\V1601\380061.zip, 2019-03-04 19:58:15, 372651, 2019-03-04 19:58:16
2019-03-04 19:58:17, E:\PES\TEST\video\V1601\182629.zip, 2019-03-04 19:58:28, 174429, 2019-03-04 19:58:29
2019-03-04 19:58:30, E:\PES\TEST\video\V1601\96534.zip, 2019-03-04 19:58:42, 24933, 2019-03-04 19:58:43
2019-03-04 19:58:44, E:\PES\TEST\video\V1601\97020.zip, 2019-03-04 19:58:58, 25203, 2019-03-04 19:59:00
2019-03-04 19:59:01, E:\PES\TEST\video\V1601\97006.zip, 2019-03-04 19:59:14, 24393, 2019-03-04 19:59:16
2019-03-04 19:59:17, E:\PES\TEST\video\V1601\96499.zip, 2019-03-04 19:59:29, 24602, 2019-03-04 19:59:29
2019-03-04 19:59:30, E:\PES\TEST\video\V1601\97192.zip, 2019-03-04 19:59:45, 25673, 2019-03-04 19:59:45
2019-03-04 19:59:46, E:\PES\TEST\video\V1601\144194.zip, 2019-03-04 19:59:59, 25571, 2019-03-04 20:00:01
2019-03-04 20:00:03, E:\PES\TEST\video\V1601\97072.zip, 2019-03-04 20:00:15, 24652, 2019-03-04 20:00:16
2019-03-04 20:00:18, E:\PES\TEST\video\V1601\96860.zip, 2019-03-04 20:00:30, 24327, 2019-03-04 20:00:31
2019-03-04 20:00:33, E:\PES\TEST\video\V1601\182664.zip, 2019-03-04 20:01:06, 174464, 2019-03-04 20:01:07
2019-03-04 20:01:08, E:\PES\TEST\video\V1601\95878.zip, 2019-03-04 20:01:27, 25533, 2019-03-04 20:01:29
2019-03-04 20:01:31, E:\PES\TEST\video\V1601\96622.zip, 2019-03-04 20:01:50, 24142, 2019-03-04 20:01:51
2019-03-04 20:01:54, E:\PES\TEST\video\V1601\96405.zip, 2019-03-04 20:02:10, 25511, 2019-03-04 20:02:11
2019-03-04 20:02:12, E:\PES\TEST\video\V1601\96396.zip, 2019-03-04 20:02:32, 25383, 2019-03-04 20:02:33
2019-03-04 20:02:34, E:\PES\TEST\video\V1601\96834.zip, 2019-03-04 20:02:55, 25279, 2019-03-04 20:02:57
2019-03-04 20:02:58, E:\PES\TEST\video\V1601\96228.zip, 2019-03-04 20:03:13, 25238, 2019-03-04 20:03:13
2019-03-04 20:03:14, E:\PES\TEST\video\V1601\97076.zip, 2019-03-04 20:03:28, 24511, 2019-03-04 20:03:28
2019-03-04 20:03:30, E:\PES\TEST\video\V1601\379977.zip, 2019-03-04 20:03:56, 372567, 2019-03-04 20:03:58
