2019-02-28 18:30:44, E:\PES\TEST\video\V0201\29352.avi, 2019-02-28 18:30:52, 24498, 2019-02-28 18:30:54
2019-02-28 18:30:54, E:\PES\TEST\video\V0201\29402.avi, 2019-02-28 18:31:04, 24650, 2019-02-28 18:31:05
2019-02-28 18:31:07, E:\PES\TEST\video\V0201\29647.avi, 2019-02-28 18:31:34, 25464, 2019-02-28 18:31:36
2019-02-28 18:31:37, E:\PES\TEST\video\V0201\29803.avi, 2019-02-28 18:31:52, 24700, 2019-02-28 18:31:53
2019-02-28 18:31:53, E:\PES\TEST\video\V0201\175883.avi, 2019-02-28 18:32:05, 174330, 2019-02-28 18:32:05
2019-02-28 18:32:06, E:\PES\TEST\video\V0201\29213.avi, 2019-02-28 18:32:22, 24142, 2019-02-28 18:32:23
2019-02-28 18:32:24, E:\PES\TEST\video\V0201\106889.avi, 2019-02-28 18:32:35, 24772, 2019-02-28 18:32:35
2019-02-28 18:32:35, E:\PES\TEST\video\V0201\29930.avi, 2019-02-28 18:32:53, 24973, 2019-02-28 18:32:54
2019-02-28 18:32:55, E:\PES\TEST\video\V0201\386846.avi, 2019-02-28 18:33:12, 386557, 2019-02-28 18:33:13
2019-02-28 18:33:14, E:\PES\TEST\video\V0201\30163.avi, 2019-02-28 18:33:25, 25127, 2019-02-28 18:33:27
2019-02-28 18:33:28, E:\PES\TEST\video\V0201\29799.avi, 2019-02-28 18:33:38, 25193, 2019-02-28 18:33:38
2019-02-28 18:33:39, E:\PES\TEST\video\V0201\29857.avi, 2019-02-28 18:33:49, 24535, 2019-02-28 18:33:50
2019-02-28 18:33:50, E:\PES\TEST\video\V0201\107209.avi, 2019-02-28 18:34:00, 24506, 2019-02-28 18:34:02
2019-02-28 18:34:03, E:\PES\TEST\video\V0201\29079.avi, 2019-02-28 18:34:11, 24759, 2019-02-28 18:34:12
2019-02-28 18:34:13, E:\PES\TEST\video\V0201\373031.avi, 2019-02-28 18:34:27, 372587, 2019-02-28 18:34:27
2019-02-28 18:34:27, E:\PES\TEST\video\V0201\30226.avi, 2019-02-28 18:34:35, 24258, 2019-02-28 18:34:35
2019-02-28 18:34:35, E:\PES\TEST\video\V0201\373044.avi, 2019-02-28 18:34:51, 372600, 2019-02-28 18:34:51
2019-02-28 18:34:51, E:\PES\TEST\video\V0201\29817.avi, 2019-02-28 18:34:58, 24843, 2019-02-28 18:35:00
2019-02-28 18:35:00, E:\PES\TEST\video\V0201\30393.avi, 2019-02-28 18:35:13, 25250, 2019-02-28 18:35:14
2019-02-28 18:35:15, E:\PES\TEST\video\V0201\373110.avi, 2019-02-28 18:35:33, 372666, 2019-02-28 18:35:33
2019-02-28 18:35:34, E:\PES\TEST\video\V0201\29288.avi, 2019-02-28 18:35:43, 24487, 2019-02-28 18:35:44
2019-02-28 18:35:44, E:\PES\TEST\video\V0201\166354.avi, 2019-02-28 18:36:01, 173373, 2019-02-28 18:36:03
2019-02-28 18:36:04, E:\PES\TEST\video\V0201\107320.avi, 2019-02-28 18:36:14, 24367, 2019-02-28 18:36:14
