2019-03-04 18:32:08, E:\PES\TEST\video\V1507\139146.avi, 2019-03-04 18:32:19, 25028, 2019-03-04 18:32:20
2019-03-04 18:32:20, E:\PES\TEST\video\V1507\139783.avi, 2019-03-04 18:32:33, 24507, 2019-03-04 18:32:34
2019-03-04 18:32:35, E:\PES\TEST\video\V1507\139570.avi, 2019-03-04 18:32:45, 24467, 2019-03-04 18:32:47
2019-03-04 18:32:48, E:\PES\TEST\video\V1507\138605.avi, 2019-03-04 18:32:58, 24281, 2019-03-04 18:32:59
2019-03-04 18:33:00, E:\PES\TEST\video\V1507\68413.avi, 2019-03-04 18:33:11, 25222, 2019-03-04 18:33:13
2019-03-04 18:33:13, E:\PES\TEST\video\V1507\139088.avi, 2019-03-04 18:33:27, 25622, 2019-03-04 18:33:28
2019-03-04 18:33:28, E:\PES\TEST\video\V1507\139354.avi, 2019-03-04 18:33:36, 24520, 2019-03-04 18:33:37
2019-03-04 18:33:37, E:\PES\TEST\video\V1507\138839.avi, 2019-03-04 18:33:56, 24949, 2019-03-04 18:33:58
2019-03-04 18:33:58, E:\PES\TEST\video\V1507\139278.avi, 2019-03-04 18:34:09, 24399, 2019-03-04 18:34:09
2019-03-04 18:34:09, E:\PES\TEST\video\V1507\139521.avi, 2019-03-04 18:34:26, 25535, 2019-03-04 18:34:26
2019-03-04 18:34:26, E:\PES\TEST\video\V1507\139554.avi, 2019-03-04 18:34:45, 25312, 2019-03-04 18:34:47
2019-03-04 18:34:47, E:\PES\TEST\video\V1507\139309.avi, 2019-03-04 18:34:58, 24612, 2019-03-04 18:34:59
2019-03-04 18:34:59, E:\PES\TEST\video\V1507\68411.avi, 2019-03-04 18:35:11, 25573, 2019-03-04 18:35:11
2019-03-04 18:35:12, E:\PES\TEST\video\V1507\139256.avi, 2019-03-04 18:35:30, 24918, 2019-03-04 18:35:32
2019-03-04 18:35:33, E:\PES\TEST\video\V1507\139294.avi, 2019-03-04 18:35:49, 25265, 2019-03-04 18:35:49
2019-03-04 18:35:49, E:\PES\TEST\video\V1507\138774.avi, 2019-03-04 18:36:04, 25575, 2019-03-04 18:36:05
2019-03-04 18:36:06, E:\PES\TEST\video\V1507\138671.avi, 2019-03-04 18:36:20, 25515, 2019-03-04 18:36:20
2019-03-04 18:36:20, E:\PES\TEST\video\V1507\139148.avi, 2019-03-04 18:36:37, 25249, 2019-03-04 18:36:38
