2019-03-04 17:23:52, E:\PES\TEST\video\V1504\132825.avi, 2019-03-04 17:24:06, 25181, 2019-03-04 17:24:07
2019-03-04 17:24:08, E:\PES\TEST\video\V1504\132354.avi, 2019-03-04 17:24:21, 24718, 2019-03-04 17:24:22
2019-03-04 17:24:23, E:\PES\TEST\video\V1504\132986.avi, 2019-03-04 17:24:36, 24656, 2019-03-04 17:24:37
2019-03-04 17:24:37, E:\PES\TEST\video\V1504\376432.avi, 2019-03-04 17:25:10, 372584, 2019-03-04 17:25:10
2019-03-04 17:25:11, E:\PES\TEST\video\V1504\132198.avi, 2019-03-04 17:25:26, 25628, 2019-03-04 17:25:26
2019-03-04 17:25:26, E:\PES\TEST\video\V1504\133126.avi, 2019-03-04 17:25:37, 25300, 2019-03-04 17:25:37
2019-03-04 17:25:38, E:\PES\TEST\video\V1504\376538.avi, 2019-03-04 17:25:55, 372690, 2019-03-04 17:25:57
2019-03-04 17:25:58, E:\PES\TEST\video\V1504\63033.avi, 2019-03-04 17:26:10, 24318, 2019-03-04 17:26:10
2019-03-04 17:26:11, E:\PES\TEST\video\V1504\132906.avi, 2019-03-04 17:26:24, 25595, 2019-03-04 17:26:24
2019-03-04 17:26:25, E:\PES\TEST\video\V1504\132978.avi, 2019-03-04 17:26:36, 24655, 2019-03-04 17:26:38
2019-03-04 17:26:39, E:\PES\TEST\video\V1504\133290.avi, 2019-03-04 17:26:46, 24634, 2019-03-04 17:26:47
2019-03-04 17:26:48, E:\PES\TEST\video\V1504\63042.avi, 2019-03-04 17:27:17, 25422, 2019-03-04 17:27:19
2019-03-04 17:27:20, E:\PES\TEST\video\V1504\179787.avi, 2019-03-04 17:27:39, 174437, 2019-03-04 17:27:41
2019-03-04 17:27:41, E:\PES\TEST\video\V1504\132391.avi, 2019-03-04 17:27:52, 24758, 2019-03-04 17:27:52
2019-03-04 17:27:53, E:\PES\TEST\video\V1504\132911.avi, 2019-03-04 17:28:05, 25600, 2019-03-04 17:28:06
2019-03-04 17:28:07, E:\PES\TEST\video\V1504\132117.avi, 2019-03-04 17:28:18, 25097, 2019-03-04 17:28:18
2019-03-04 17:28:18, E:\PES\TEST\video\V1504\63412.avi, 2019-03-04 17:28:38, 25463, 2019-03-04 17:28:39
2019-03-04 17:28:40, E:\PES\TEST\video\V1504\62880.avi, 2019-03-04 17:28:58, 25308, 2019-03-04 17:29:00
2019-03-04 17:29:01, E:\PES\TEST\video\V1504\133094.avi, 2019-03-04 17:29:09, 24218, 2019-03-04 17:29:10
2019-03-04 17:29:10, E:\PES\TEST\video\V1504\132206.avi, 2019-03-04 17:29:20, 25025, 2019-03-04 17:29:22
2019-03-04 17:29:23, E:\PES\TEST\video\V1504\389424.avi, 2019-03-04 17:29:44, 386597, 2019-03-04 17:29:45
2019-03-04 17:29:51, E:\PES\TEST\video\V1504\376459.avi, 2019-03-04 17:31:34, 372611, 2019-03-04 17:31:35
2019-03-04 17:31:36, E:\PES\TEST\video\V1504\179778.avi, 2019-03-04 17:31:59, 174428, 2019-03-04 17:31:59
2019-03-04 17:31:59, E:\PES\TEST\video\V1504\132835.avi, 2019-03-04 17:32:13, 24693, 2019-03-04 17:32:15
2019-03-04 17:32:15, E:\PES\TEST\video\V1504\404284.avi, 2019-03-04 17:32:30, 25613, 2019-03-04 17:32:30
2019-03-04 17:32:30, E:\PES\TEST\video\V1504\389417.avi, 2019-03-04 17:32:48, 386583, 2019-03-04 17:32:50
2019-03-04 17:32:51, E:\PES\TEST\video\V1504\389406.avi, 2019-03-04 17:33:12, 386561, 2019-03-04 17:33:12
2019-03-04 17:33:13, E:\PES\TEST\video\V1504\133190.avi, 2019-03-04 17:33:26, 24470, 2019-03-04 17:33:28
2019-03-04 17:33:29, E:\PES\TEST\video\V1504\133072.avi, 2019-03-04 17:33:49, 25520, 2019-03-04 17:33:49
2019-03-04 17:33:50, E:\PES\TEST\video\V1504\133268.avi, 2019-03-04 17:33:59, 25547, 2019-03-04 17:34:01
2019-03-04 17:34:02, E:\PES\TEST\video\V1504\133330.avi, 2019-03-04 17:34:09, 24163, 2019-03-04 17:34:10
2019-03-04 17:34:11, E:\PES\TEST\video\V1504\132162.avi, 2019-03-04 17:34:21, 25244, 2019-03-04 17:34:23
2019-03-04 17:34:23, E:\PES\TEST\video\V1504\179732.avi, 2019-03-04 17:34:41, 174382, 2019-03-04 17:34:42
2019-03-04 17:34:42, E:\PES\TEST\video\V1504\132235.avi, 2019-03-04 17:34:51, 24712, 2019-03-04 17:34:53
2019-03-04 17:34:54, E:\PES\TEST\video\V1504\132604.avi, 2019-03-04 17:35:05, 24379, 2019-03-04 17:35:05
2019-03-04 17:35:05, E:\PES\TEST\video\V1504\133231.avi, 2019-03-04 17:35:14, 24475, 2019-03-04 17:35:14
2019-03-04 17:35:14, E:\PES\TEST\video\V1504\132682.avi, 2019-03-04 17:35:31, 25579, 2019-03-04 17:35:32
2019-03-04 17:35:33, E:\PES\TEST\video\V1504\179672.avi, 2019-03-04 17:35:55, 174322, 2019-03-04 17:35:55
2019-03-04 17:35:56, E:\PES\TEST\video\V1504\64126.avi, 2019-03-04 17:36:05, 24905, 2019-03-04 17:36:07
2019-03-04 17:36:08, E:\PES\TEST\video\V1504\63665.avi, 2019-03-04 17:36:18, 25370, 2019-03-04 17:36:20
2019-03-04 17:36:21, E:\PES\TEST\video\V1504\376476.avi, 2019-03-04 17:36:41, 372628, 2019-03-04 17:36:42
2019-03-04 17:36:42, E:\PES\TEST\video\V1504\63133.avi, 2019-03-04 17:36:52, 24336, 2019-03-04 17:36:53
2019-03-04 17:36:54, E:\PES\TEST\video\V1504\133234.avi, 2019-03-04 17:37:02, 24628, 2019-03-04 17:37:04
2019-03-04 17:37:05, E:\PES\TEST\video\V1504\133186.avi, 2019-03-04 17:37:15, 24293, 2019-03-04 17:37:16
