2019-03-04 11:25:24, E:\PES\TEST\video\V0705\143246.avi, 2019-03-04 11:25:35, 25587, 2019-03-04 11:25:35
2019-03-04 11:25:35, E:\PES\TEST\video\V0705\142889.avi, 2019-03-04 11:25:57, 24172, 2019-03-04 11:25:58
2019-03-04 11:25:58, E:\PES\TEST\video\V0705\94924.avi, 2019-03-04 11:26:09, 25625, 2019-03-04 11:26:09
2019-03-04 11:26:10, E:\PES\TEST\video\V0705\143259.avi, 2019-03-04 11:26:21, 24433, 2019-03-04 11:26:21
2019-03-04 11:26:23, E:\PES\TEST\video\V0705\396066.avi, 2019-03-04 11:27:06, 395364, 2019-03-04 11:27:07
2019-03-04 11:27:08, E:\PES\TEST\video\V0705\142831.avi, 2019-03-04 11:27:19, 24400, 2019-03-04 11:27:19
2019-03-04 11:27:20, E:\PES\TEST\video\V0705\375048.avi, 2019-03-04 11:27:38, 372680, 2019-03-04 11:27:40
2019-03-04 11:27:40, E:\PES\TEST\video\V0705\143371.avi, 2019-03-04 11:27:51, 24271, 2019-03-04 11:27:51
2019-03-04 11:27:52, E:\PES\TEST\video\V0705\388206.avi, 2019-03-04 11:28:10, 386561, 2019-03-04 11:28:11
2019-03-04 11:28:12, E:\PES\TEST\video\V0705\388252.avi, 2019-03-04 11:28:41, 386657, 2019-03-04 11:28:42
2019-03-04 11:28:42, E:\PES\TEST\video\V0705\143517.avi, 2019-03-04 11:28:49, 24235, 2019-03-04 11:28:51
2019-03-04 11:28:51, E:\PES\TEST\video\V0705\143492.avi, 2019-03-04 11:29:02, 25277, 2019-03-04 11:29:04
2019-03-04 11:29:05, E:\PES\TEST\video\V0705\143494.avi, 2019-03-04 11:29:29, 25279, 2019-03-04 11:29:30
2019-03-04 11:29:31, E:\PES\TEST\video\V0705\94284.avi, 2019-03-04 11:29:43, 25481, 2019-03-04 11:29:44
2019-03-04 11:29:44, E:\PES\TEST\video\V0705\142780.avi, 2019-03-04 11:29:56, 24535, 2019-03-04 11:29:56
2019-03-04 11:29:57, E:\PES\TEST\video\V0705\143076.avi, 2019-03-04 11:30:04, 24824, 2019-03-04 11:30:05
2019-03-04 11:30:06, E:\PES\TEST\video\V0705\143370.avi, 2019-03-04 11:30:21, 24442, 2019-03-04 11:30:22
2019-03-04 11:30:23, E:\PES\TEST\video\V0705\94151.avi, 2019-03-04 11:30:34, 24947, 2019-03-04 11:30:35
2019-03-04 11:30:37, E:\PES\TEST\video\V0705\142820.avi, 2019-03-04 11:31:06, 25488, 2019-03-04 11:31:08
2019-03-04 11:31:09, E:\PES\TEST\video\V0705\143287.avi, 2019-03-04 11:31:18, 25611, 2019-03-04 11:31:20
2019-03-04 11:31:21, E:\PES\TEST\video\V0705\142665.avi, 2019-03-04 11:31:28, 24317, 2019-03-04 11:31:29
2019-03-04 11:31:30, E:\PES\TEST\video\V0705\143289.avi, 2019-03-04 11:31:41, 25613, 2019-03-04 11:31:41
2019-03-04 11:31:42, E:\PES\TEST\video\V0705\143415.avi, 2019-03-04 11:31:50, 24278, 2019-03-04 11:31:52
2019-03-04 11:31:52, E:\PES\TEST\video\V0705\143422.avi, 2019-03-04 11:32:02, 24614, 2019-03-04 11:32:02
2019-03-04 11:32:02, E:\PES\TEST\video\V0705\404044.avi, 2019-03-04 11:32:13, 25597, 2019-03-04 11:32:15
